Lattitude,Longitude
-83.27,42.24
-83.24,42.26
-83.23,42.21
-81.19,35.92
-89.31,39.57
-83.93,42.00
-118.44,35.13
-117.16,33.52
-117.15,33.53
-117.13,33.51
-117.10,33.48
-111.96,33.35
-111.96,33.41
-111.94,33.42
-111.94,33.39
-111.93,33.36
-111.93,33.36
-111.93,33.44
-111.91,33.35
-111.91,33.41
-118.07,34.10
-76.94,38.84
-71.27,42.63
-71.20,42.59
-94.09,33.46
-94.04,33.47
-94.93,29.40
-109.78,32.82
-109.73,32.84
-96.89,33.07
-121.20,45.61
-95.46,30.21
-90.82,29.80
-87.75,31.83
-75.75,40.00
-118.88,34.18
-118.84,34.21
-116.40,33.82
-85.65,41.94
-77.41,39.63
-83.10,41.12
-83.54,31.45
-123.84,45.47
-71.57,43.45
-87.79,41.56
-87.79,41.60
-74.08,40.34
-84.19,39.96
-86.03,40.28
-80.84,28.55
-80.81,28.62
-79.67,41.63
-83.72,41.67
-83.68,41.68
-83.66,41.64
-83.64,41.70
-83.63,41.60
-83.62,41.65
-83.60,41.68
-83.59,41.71
-83.57,41.72
-83.56,41.69
-83.56,41.63
-83.52,41.65
-83.51,41.72
-95.63,30.09
-74.24,39.97
-74.20,39.96
-74.18,39.98
-74.14,39.98
-112.30,40.57
-95.76,39.05
-95.70,39.05
-95.69,39.00
-95.68,39.04
-95.65,39.02
-118.37,33.84
-118.33,33.87
-118.30,33.83
-118.29,33.81
-73.11,41.83
-73.11,41.81
-76.45,41.78
-76.60,39.40
-76.57,39.38
-86.16,39.41
-82.43,34.96
-112.20,41.71
-85.54,34.87
-83.22,42.14
-74.76,40.25
-74.73,40.24
-74.72,40.23
-74.71,40.19
-74.69,40.25
-77.34,38.55
-104.50,37.19
-122.40,45.52
-122.39,45.54
-79.89,37.42
-90.98,38.99
-89.90,38.73
-85.96,31.78
-84.24,40.05
-83.13,42.56
-83.13,42.59
-83.11,42.53
-120.21,39.32
-90.57,35.55
-84.21,33.85
-111.09,32.36
-111.05,32.34
-111.02,32.31
-111.00,32.13
-110.99,32.18
-110.98,32.23
-110.98,32.25
-110.98,32.29
-110.95,32.27
-110.94,32.24
-110.94,32.16
-110.93,32.13
-110.92,32.48
-110.91,32.25
-110.90,32.21
-110.89,32.31
-110.87,32.25
-110.86,32.22
-110.84,32.19
-86.23,35.38
-95.98,36.06
-95.94,36.15
-95.90,36.13
-95.89,36.10
-95.89,36.00
-95.89,36.16
-95.88,36.06
-95.85,36.05
-95.85,36.08
-95.85,36.13
-95.79,36.16
-75.95,41.52
-88.72,34.26
-88.71,34.32
-87.57,33.21
-87.55,33.20
-87.54,33.23
-87.52,33.17
-87.47,33.18
-87.70,34.71
-85.69,32.43
-117.82,33.73
-117.82,33.74
-117.79,33.73
-116.10,34.14
-114.46,42.57
-81.45,41.31
-78.24,40.67
-81.64,34.73
-74.29,40.69
-89.08,36.41
-84.54,33.57
-74.03,40.77
-88.05,42.68
-88.11,30.68
-79.74,39.91
-117.67,34.11
-85.49,40.45
-75.26,39.95
-83.25,40.83
-83.74,40.11
-93.70,41.65
-83.03,42.67
-83.35,30.89
-83.32,30.84
-83.31,30.82
-85.18,32.85
-98.02,46.92
-75.45,40.10
-90.49,38.53
-120.83,38.19
-73.70,40.67
-87.14,41.55
-87.07,41.46
-87.05,41.47
-87.05,41.49
-82.25,27.92
-82.25,27.94
-118.47,34.22
-84.60,40.86
-122.66,45.68
-122.65,45.72
-122.60,45.68
-122.56,45.66
-122.56,45.62
-89.10,38.98
-84.19,39.89
-79.56,40.61
-78.78,35.59
-82.44,27.11
-119.30,34.28
-119.23,34.26
-119.21,34.28
-82.35,41.42
-96.92,42.79
-74.48,41.20
-72.43,41.86
-72.49,41.83
-80.45,27.64
-80.39,27.64
-80.37,27.56
-79.01,38.20
-90.88,32.32
-97.00,28.87
-117.40,34.51
-117.34,34.47
-117.32,34.51
-117.32,34.51
-117.29,34.49
-91.44,31.57
-82.38,32.21
-81.55,39.30
-81.52,39.34
-87.97,41.88
-84.94,33.72
-90.86,38.47
-87.52,38.69
-87.51,38.66
-75.04,39.49
-75.04,39.43
-75.00,39.48
-76.19,36.88
-76.18,36.84
-76.18,36.80
-76.18,36.86
-76.14,36.84
-76.13,36.87
-76.12,36.90
-76.11,36.82
-76.10,36.84
-76.07,36.82
-76.04,36.88
-76.02,36.85
-76.00,36.79
-75.98,36.86
-117.25,33.20
-117.25,33.20
-117.25,33.17
-75.01,39.85
-85.84,40.81
-97.19,31.53
-97.13,31.54
-95.13,46.45
-80.07,34.97
-80.06,34.97
-81.73,41.05
-96.62,41.21
-96.61,46.26
-158.18,21.44
-158.02,21.38
-78.54,35.98
-71.48,41.44
-76.93,38.61
-76.89,38.65
-74.12,41.01
-83.06,34.76
-90.86,30.47
-77.34,39.49
-83.48,42.54
-83.44,42.54
-72.81,41.48
-117.85,34.04
-75.59,40.76
-80.71,32.88
-80.71,32.88
-80.68,32.92
-71.24,42.36
-71.23,42.40
-84.63,38.92
-88.59,42.53
-86.89,41.43
-73.51,40.70
-84.18,40.56
-73.91,41.61
-82.22,34.37
-75.07,40.19
-83.67,32.55
-83.63,32.59
-83.08,42.45
-83.06,42.48
-83.05,42.50
-83.03,42.46
-83.01,42.49
-83.00,42.45
-82.99,42.52
-82.99,42.48
-80.86,41.24
-80.84,41.28
-80.82,41.21
-80.81,41.24
-80.78,41.27
-80.75,41.24
-71.27,41.72
-91.14,38.82
-77.81,38.72
-88.20,41.84
-75.14,40.21
-85.82,41.24
-74.36,41.26
-71.49,41.71
-71.48,41.73
-71.46,41.70
-71.44,41.73
-71.42,41.71
-119.35,35.60
-91.01,38.54
-91.01,38.54
-87.17,38.69
-83.01,42.78
-80.26,40.18
-80.23,40.18
-77.07,38.95
-77.06,35.56
-77.05,38.91
-77.04,38.92
-77.04,38.90
-77.04,38.97
-77.02,38.93
-77.02,38.90
-77.02,38.84
-77.00,38.91
-74.98,40.74
-83.42,39.55
-74.17,41.43
-122.38,45.58
-149.41,61.58
-73.05,41.56
-73.03,41.55
-73.00,41.54
-78.09,40.06
-88.21,42.75
-83.43,42.66
-83.39,42.69
-83.35,42.64
-72.14,41.38
-92.38,42.50
-92.36,42.46
-92.35,42.50
-92.32,42.47
-90.15,38.35
-89.00,43.18
-97.10,44.89
-88.73,43.19
-73.11,41.59
-71.18,42.37
-71.16,42.36
-69.68,44.55
-69.64,44.54
-69.63,44.56
-86.26,42.18
-87.74,40.78
-81.81,27.54
-88.15,42.26
-87.88,42.37
-87.88,42.35
-87.86,42.38
-87.85,42.41
-88.24,42.99
-88.20,43.03
-89.46,43.19
-84.14,41.57
-92.48,42.72
-82.98,39.13
-77.09,37.04
-96.84,32.41
-80.75,34.94
-82.34,31.21
-83.37,42.28
-75.44,40.08
-74.27,40.93
-74.24,40.96
-78.93,38.08
-78.90,38.07
-77.55,39.74
-80.16,39.90
-82.99,35.50
-93.50,44.97
-97.79,32.73
-82.57,35.70
-95.14,29.56
-71.87,42.06
-80.55,40.40
-105.00,40.70
-82.22,41.18
-111.91,41.64
-120.31,47.42
-89.06,41.03
-90.82,38.81
-97.99,26.17
-82.35,28.24
-73.34,40.69
-70.34,41.69
-88.20,43.43
-88.18,43.40
-74.30,40.85
-75.60,39.96
-75.59,39.93
-75.53,39.97
-88.19,41.88
-81.13,33.92
-81.11,34.00
-81.09,33.96
-81.08,33.98
-117.89,34.07
-93.81,41.59
-93.78,41.60
-93.70,41.58
-88.95,37.90
-72.95,41.28
-73.65,40.71
-111.94,40.59
-111.93,40.62
-86.92,40.45
-86.91,40.43
-86.87,40.50
-72.32,43.63
-90.19,35.15
-90.16,35.16
-92.16,32.52
-74.01,40.79
-73.96,41.10
-74.26,40.81
-80.27,26.66
-80.23,26.71
-80.23,26.68
-80.21,26.67
-80.15,26.71
-80.12,26.68
-80.11,26.65
-80.11,26.72
-80.10,26.78
-80.09,26.76
-80.09,26.67
-80.08,26.81
-80.08,26.69
-80.05,26.72
-88.66,33.63
-73.98,41.38
-71.17,42.27
-72.63,42.13
-72.60,42.10
-70.24,41.65
-71.61,42.29
-73.60,40.75
-87.90,41.83
-87.88,41.86
-71.81,41.36
-82.93,40.11
-82.93,40.15
-82.90,40.08
-89.49,43.89
-72.75,42.12
-71.42,42.57
-118.84,34.16
-83.39,42.31
-83.35,42.31
-83.33,42.35
-77.01,39.59
-76.98,39.56
-87.97,41.77
-73.33,41.14
-90.20,29.91
-90.15,29.90
-72.66,41.70
-86.21,32.52
-80.06,40.62
-70.96,42.21
-70.94,42.24
-105.11,39.79
-105.05,39.76
-88.14,41.86
-88.10,41.83
-82.86,38.72
-87.93,42.14
-80.73,40.07
-80.70,40.11
-86.31,43.41
-75.49,40.65
-75.48,40.63
-86.09,39.56
-86.35,39.95
-87.50,41.68
-71.65,42.12
-70.95,42.08
-83.79,42.45
-118.07,33.97
-118.04,33.96
-118.04,33.98
-98.54,33.87
-98.50,33.90
-112.72,33.97
-81.48,41.58
-89.15,30.85
-82.06,28.85
-82.05,28.86
-74.81,38.99
-75.81,41.25
-82.72,41.04
-109.84,32.26
-76.76,37.27
-76.74,37.26
-76.72,37.29
-76.71,37.27
-76.70,37.28
-82.47,34.63
-77.06,35.84
-74.99,39.69
-72.23,41.72
-74.89,40.05
-74.89,40.02
-95.04,45.11
-95.03,45.12
-95.02,45.12
-81.44,41.62
-81.37,41.64
-75.11,40.14
-76.28,39.99
-87.95,41.76
-118.27,33.78
-88.16,41.31
-77.94,34.23
-77.93,34.21
-77.92,34.29
-77.89,34.14
-77.89,34.24
-77.88,34.22
-77.88,34.31
-77.82,34.27
-75.64,39.73
-75.59,39.73
-75.55,39.80
-75.55,39.82
-71.14,42.54
-77.95,35.74
-77.93,35.75
-77.89,35.72
-122.77,45.30
-122.77,45.33
-84.96,40.17
-84.20,38.00
-71.14,42.46
-75.30,40.84
-83.72,33.99
-81.04,41.23
-70.44,43.84
-76.95,36.00
-76.75,36.81
-72.67,41.92
-76.76,39.35
-76.75,39.31
-87.82,33.93
-80.45,34.98
-118.57,34.20
-94.39,29.83
-91.67,44.05
-75.00,39.74
-81.58,28.55
-81.73,28.04
-81.73,28.00
-81.36,28.59
-81.31,28.60
-81.31,28.58
-81.30,28.60
-81.27,28.65
-77.41,35.55
-89.80,43.63
-87.99,41.97
-74.09,40.85
-77.30,38.59
-77.30,38.65
-77.28,38.68
-77.26,38.65
-74.27,40.55
-73.26,42.40
-122.88,45.15
-122.83,45.15
-75.17,39.80
-75.13,39.83
-75.09,39.81
-77.51,38.13
-122.16,47.75
-118.60,34.17
-105.05,38.98
-82.04,34.74
-73.90,40.74
-88.43,42.31
-84.56,34.11
-84.52,34.09
-84.52,34.09
-122.25,48.51
-71.51,42.01
-81.95,40.85
-81.93,40.82
-71.84,42.24
-71.80,42.26
-71.80,42.26
-71.80,42.32
-71.76,42.25
-95.60,43.63
-90.78,35.25
-85.70,42.91
-85.69,42.88
-75.85,41.30
-81.07,36.95
-81.05,36.95
-83.94,39.68
-120.59,46.60
-120.54,46.59
-120.49,46.57
-120.48,46.61
-97.40,42.87
-90.39,32.86
-122.60,46.94
-73.86,40.93
-73.85,40.93
-73.83,40.98
-97.60,40.83
-81.23,34.99
-76.77,39.96
-76.74,39.98
-76.68,39.91
-76.68,39.96
-76.46,37.14
-73.81,41.33
-73.78,41.27
-88.44,41.66
-80.71,41.10
-80.66,41.06
-80.59,41.09
-80.59,41.02
-83.66,42.22
-83.65,42.23
-83.60,42.24
-121.64,39.14
-121.62,39.14
-117.05,34.03
-97.72,35.46
-81.71,30.62
-114.65,32.70
-114.62,32.68
-114.62,32.73
-114.62,32.60
-114.58,32.66
-82.02,39.90
-82.01,39.97
-78.33,35.82
-86.02,42.81
-87.83,42.46
-86.28,39.95
-119.19,35.53
