Per capita personal income 2/,FIPS,AreaName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
3,40121,"Pittsburg, OK",2556,2636,2803,3233,3612,3763,4158,4375,4793,5300,6001,6848,8084,8809,8738,9412,9939,10291,10450,10970,11726,12526,13238,13739,14111,14365,14759,15604,16987,17655,18237,19399,21281,21926,22507,24431,25308,27205,29380,31359
3,40123,"Pontotoc, OK",2624,2806,2977,3328,3741,4088,4672,5089,5587,6447,7200,8212,9453,10085,10391,10999,11300,11307,11471,12077,12998,13609,14053,14546,15256,15614,16061,16683,18160,18381,19376,20776,22281,22160,23366,25091,26449,28860,29834,31220
3,40125,"Pottawatomie, OK",2988,3216,3516,3716,4008,4397,4904,5314,5988,6788,7832,8846,9747,10243,10329,10967,11272,11424,11570,12393,13278,13683,14147,14858,15197,16047,16808,17022,17765,18243,18951,20521,21788,22238,22953,24272,25678,27784,28786,30166
3,40127,"Pushmataha, OK",1900,2029,2115,2242,2630,2973,3268,3413,3544,3783,4735,4941,5941,6369,6605,7085,7463,7615,8054,8599,9064,9407,10223,11312,12100,12627,12611,13201,13806,14146,14937,16043,18403,19122,19718,20939,21502,22622,24033,25411
3,40129,"Roger Mills, OK",2440,2960,3082,4039,5206,4511,4852,4761,5067,5466,7863,6584,7847,8099,7876,8784,11034,11064,12172,11679,12228,13352,13269,13977,15070,15748,15099,15858,18632,19076,20388,21142,23081,23586,24337,26225,27311,29342,33152,33726
3,40131,"Rogers, OK",3257,3197,3429,3799,4139,4765,5243,5798,6439,7259,8066,9380,10383,10751,10654,11446,11865,12219,12179,13244,14188,15284,16019,16901,17655,18471,19332,20515,21053,22248,22770,24700,26160,26255,25924,26110,28195,31109,32898,34076
3,40133,"Seminole, OK",2275,2684,2843,3036,3279,3812,4306,4591,5181,5924,7001,8056,10029,10254,10022,10840,11065,10652,10279,10758,11171,12110,12740,13637,13939,14283,14234,14719,15159,15414,16270,17371,19089,19912,20651,21851,23302,25461,26720,28383
3,40135,"Sequoyah, OK",2193,2218,2322,2508,2947,3324,3503,4055,4474,4956,5475,6257,7236,7546,8191,8732,9293,9761,10027,10647,11278,11899,12309,12871,13528,14486,15067,15518,16049,16314,17245,18640,19387,19735,20559,21771,22961,24392,25213,26280
3,40137,"Stephens, OK",3025,3280,3474,3833,4311,4956,5519,6042,6802,7529,8531,9788,11456,11944,11294,12086,12522,12013,12152,13026,13683,14318,14584,15024,15839,16134,16564,18126,18981,19293,19869,22003,23698,23661,25079,26060,28020,30760,31929,33759
3,40139,"Texas, OK",3878,4817,4988,6106,7174,4864,6180,7024,6064,7466,10995,9971,10150,12373,11758,12423,14037,15399,14564,14212,14385,15376,17758,18086,19986,18201,20121,22490,23429,23801,27013,29259,29084,24940,26259,27178,28423,29144,28740,30287
3,40141,"Tillman, OK",2676,3060,2882,3440,5017,4744,4854,5279,5139,6252,7633,6436,8987,9226,9824,9324,10323,10992,11476,11247,11402,13620,11576,13805,14504,14783,14042,15237,15387,16156,17217,17915,18274,19811,22294,22379,22821,22053,23705,26367
3,40143,"Tulsa, OK",4035,4255,4540,4890,5485,6402,7191,7882,8755,9820,10749,12126,13938,14860,14712,15728,16673,16914,17142,18094,19489,21017,21181,22157,22729,23317,24467,25951,27508,29562,30121,32633,34705,33660,33880,36972,39577,43864,44479,46043
3,40145,"Wagoner, OK",2583,2739,2863,3087,3546,4166,4711,5411,5813,6379,7208,8490,9642,10122,9862,10475,11137,11449,11460,12225,13341,14078,14608,15373,15910,16694,17463,18063,19078,19990,20525,21451,22808,22763,22781,24220,26111,28722,30478,31633
3,40147,"Washington, OK",4356,4589,4987,5288,5957,6946,8154,9021,9976,11219,11659,13348,15467,16672,16492,17186,17511,17787,17398,18695,20435,21543,22054,22822,22110,22959,23291,23930,24875,26128,26473,27948,29632,28856,29879,32591,33992,36534,39061,40704
3,40149,"Washita, OK",4009,3039,3595,3754,5269,4326,4336,4431,4589,5537,7616,7196,8943,8644,9035,10581,10698,11640,11083,12126,12635,13906,13004,13336,14780,14891,14688,15124,16330,16082,16696,17573,19233,20300,21862,23031,23351,24438,25525,28624
3,40151,"Woods, OK",2699,3100,3455,3899,4532,4671,4921,5322,5763,6708,8419,8348,9231,12575,10654,12801,12929,13071,13013,13991,14428,15572,15084,16738,16858,16925,17557,17300,19779,20201,19933,21042,22408,22368,25710,25650,24931,27247,26965,32512
3,40153,"Woodward, OK",3059,3536,3671,4234,4753,5035,5576,6427,7282,6997,8576,9879,11724,12589,10973,11936,12160,11790,12016,12570,13304,13823,14125,14569,15341,16093,16332,17287,19296,18938,18631,20247,22393,21943,22935,25465,28266,31280,32759,35607
3,41001,"Baker, OR",3112,3521,3798,4369,4597,4933,5248,5950,6338,6980,8335,8746,9343,9338,9930,10223,10510,10812,11493,12526,13779,14188,14682,15020,15861,16382,16992,17528,19151,19738,19744,20908,21338,22196,23199,23899,24584,25645,26669,27659
3,41003,"Benton, OR",3122,3216,3491,3602,4155,4582,5122,5913,6494,7352,8064,8947,9887,10437,11371,12432,12851,13672,14380,15371,16328,16848,17531,18262,19303,20631,22623,24500,26198,27448,28284,29472,30285,31483,33455,35276,34082,35732,36937,37755
3,41005,"Clackamas, OR",4153,4146,4466,4972,5273,5859,6283,7061,7756,8809,10070,11383,12322,12714,13480,14654,15427,15904,16681,18070,19293,20669,21307,22267,24102,25130,26989,28932,30633,32717,34193,37212,36279,36039,36926,38477,39968,42805,44384,44803
3,41007,"Clatsop, OR",3432,3706,3881,4267,4766,5389,6004,6697,7386,8134,9012,9855,10396,10727,11276,12267,13322,14096,14412,15444,16654,17009,17319,18054,18579,19193,20422,21244,22204,23251,24109,25037,25704,27174,28325,28427,29168,31160,32293,33695
3,41009,"Columbia, OR",3404,3530,3711,4198,4766,5488,5803,6238,6736,7549,8541,9429,10039,10049,10621,11599,12141,12781,13277,14211,15379,16203,17036,17646,18473,19371,21109,22480,24083,24731,25326,26909,27683,27637,27954,28506,29489,30971,32139,33103
3,41011,"Coos, OR",3293,3554,3674,4163,4534,4969,5412,6181,6863,7756,8608,8810,9293,9819,10487,11204,11902,12678,13155,13706,14720,15237,15754,16372,16948,17643,18720,19493,20238,20972,21648,22243,23343,25043,26725,26281,26764,28462,29930,31022
3,41013,"Crook, OR",3357,3662,3942,4485,4885,5363,5937,6444,7130,7964,8812,8962,9402,9124,10303,11214,11615,11999,11995,13241,14082,14207,14749,16190,16454,16565,17306,18119,18924,19979,20671,21307,22124,22899,23952,24154,25070,26233,26429,27068
3,41015,"Curry, OR",2950,3193,3527,4035,4532,4842,5424,6084,6627,7578,8246,9045,9566,9573,10699,11572,12088,12784,13371,13677,14928,15721,16522,17100,17435,18484,19431,19962,20794,21983,22673,24217,24278,24778,25659,26692,27989,30478,32196,33645
3,41017,"Deschutes, OR",3509,3884,4183,4646,4999,5292,5786,6678,7474,8090,8787,9027,9624,9977,11084,12152,12927,13562,14409,15577,16892,17992,18884,19615,20467,21363,22216,23311,24219,25675,26384,27740,28783,29313,30355,31721,33084,35544,36282,35728
3,41019,"Douglas, OR",3265,3485,3801,4310,4631,5069,5401,6159,6734,7501,8310,8974,9195,9521,10687,11378,11786,12350,12699,13651,14366,14876,15183,15871,16490,17397,18269,19082,20272,21104,22079,22929,24068,25373,25962,26861,27791,29394,30273,31115
3,41021,"Gilliam, OR",3903,5247,5850,6350,4460,11846,10198,7186,6354,7530,9277,13322,11582,10490,13062,14979,13779,16734,15195,16284,14404,15187,14802,18511,19826,18667,20024,23498,21664,20280,16340,19755,17404,19885,25285,26812,27994,25895,32636,38703
3,41023,"Grant, OR",3625,3686,3807,4531,4697,4809,5460,6191,6606,7156,8607,8810,9607,9320,10404,10878,11503,11677,12169,13144,14224,14837,15552,16449,17638,17889,18283,18924,20055,20010,21033,21427,24383,25678,26801,27672,26888,28540,29687,29957
3,41025,"Harney, OR",3570,3962,4550,5260,5872,5721,6056,7084,7165,7335,8912,8779,8713,9397,10347,11513,12018,12219,12761,13441,14456,14330,15376,16019,17271,17332,17181,17682,19340,20689,20614,21230,22394,23090,24935,24865,26298,26731,27242,27567
3,41027,"Hood River, OR",3676,3764,4118,4438,5452,5855,5971,6809,7375,8053,8885,10348,10781,10804,11169,11654,12755,12387,13095,14763,14887,16009,17708,17629,17632,18568,19768,20402,21811,21932,22628,23215,23895,24504,25178,26620,27653,30285,31865,33374
3,41029,"Jackson, OR",3157,3357,3676,4088,4425,4857,5278,5927,6528,7352,8088,8848,9384,9671,10583,11637,12138,12765,13435,14542,15597,16253,16889,17560,18326,19644,20445,21324,21945,23088,24485,25557,27172,27889,29076,30104,31287,33743,34409,34506
3,41031,"Jefferson, OR",3039,3274,3368,4114,5091,5946,6207,6370,6776,7679,8006,8461,9054,9081,9437,10492,10527,11597,11960,13404,14040,14097,14505,16311,16753,16149,16755,17513,17605,18611,19926,20590,20932,21814,23146,23639,24527,26011,26048,27165
3,41033,"Josephine, OR",3050,3370,3585,3896,4202,4407,4848,5474,6044,6575,7095,7780,8394,8823,9917,10527,10920,11502,11906,12721,14022,14520,14913,15501,16060,16920,17752,18645,19520,20414,21200,22092,23072,23584,23941,24965,26070,27802,28712,29287
3,41035,"Klamath, OR",3490,3814,4115,4524,5016,5635,5853,6486,6993,7652,8383,9027,9499,9543,10239,11020,11487,11861,12418,13168,14053,14326,14807,15750,16262,16742,18073,19019,19735,20079,20840,21709,22459,24345,25415,25809,26302,27570,28289,29138
3,41037,"Lake, OR",3782,3794,4146,4435,5222,5700,6089,6801,7181,7640,9663,9737,10351,9944,11261,11810,12042,12723,12990,14299,15229,15620,15879,16548,18200,17921,18213,18544,19495,20498,20296,22544,24216,24667,26304,26938,27600,28309,28881,30160
3,41039,"Lane, OR",3357,3536,3839,4237,4735,5158,5618,6423,7222,8058,8826,9303,9888,10042,10848,11785,12351,12956,13727,14806,15862,16437,16926,17615,18459,19731,20900,21887,22855,23987,24733,25988,26639,27271,27702,28919,30117,32437,32924,33522
3,41041,"Lincoln, OR",3184,3541,3643,4061,4551,5188,5635,6525,7111,8015,8966,9579,10100,10412,11098,11696,12337,13224,13468,14289,15108,15795,16705,17292,17731,18720,19628,20879,21804,23227,24005,25176,26683,27896,28140,29184,29620,31517,32530,33485
3,41043,"Linn, OR",3120,3253,3449,3777,4301,4887,5152,5902,6503,7136,7676,8417,9154,9442,9949,10739,11325,11801,12537,13754,14613,15149,15806,16524,17386,18279,19202,20522,21236,21686,22286,23029,24233,24997,25166,26177,26694,28119,28676,29273
3,41045,"Malheur, OR",3253,3406,3492,4203,5145,5797,5799,6155,6463,6541,7462,8426,8947,8935,9382,9846,10113,10835,11399,12077,13666,14535,14987,15301,16169,16727,16853,17508,17880,18584,17739,19301,18387,19394,20468,20559,20539,21669,22084,23150
3,41047,"Marion, OR",3433,3658,3929,4311,4844,5386,5907,6624,7235,7966,8783,9581,10249,10523,11056,11861,12417,13038,13731,14691,15797,16778,17473,18050,18660,19759,20833,21726,22075,23075,24303,25038,25405,26338,27546,28545,28646,30924,31632,32565
3,41049,"Morrow, OR",4137,4466,4245,5686,5382,10149,9972,9954,9468,13602,13935,13459,11557,10218,11467,12979,13694,13197,12945,13885,15183,15943,13938,13986,14622,15847,16158,16751,17755,17837,19007,20825,19534,21545,25774,26934,26995,25752,28897,29833
3,41051,"Multnomah, OR",4126,4566,4894,5281,5844,6544,7262,8023,8643,9729,10547,11339,12398,12860,13465,14597,15400,16033,16894,17949,19342,20713,21239,22017,22699,24205,25606,26979,28020,29639,30646,33122,34200,34744,35227,36484,37161,39661,40720,41222
3,41053,"Polk, OR",3164,3378,3512,3778,4686,5099,5349,6067,6273,7053,8056,8842,9581,9814,10477,11215,11896,12480,12867,14031,14737,15310,16016,16372,17013,18255,19299,20872,22110,22928,23805,25000,25210,26279,27146,27707,26807,28228,29033,29772
3,41055,"Sherman, OR",4599,5952,6174,6445,4808,12545,12876,9596,8654,10387,12015,19373,14467,13175,15483,17020,15810,20261,19226,17436,16643,17838,15442,17208,17846,17850,17350,22911,18978,19694,16859,21741,18288,24059,29701,30794,29653,28601,40067,45263
3,41057,"Tillamook, OR",3064,3226,3636,3985,4454,4940,5385,6183,6688,7283,8121,8877,9340,9488,10303,10630,11366,11726,12003,12763,13639,14554,15279,15945,16454,17625,18323,20039,20788,22069,23297,24219,25289,26158,26887,28065,28652,30293,31625,32554
3,41059,"Umatilla, OR",3472,3770,4003,4673,5160,6163,6731,6690,6984,7674,8342,9335,9408,9638,10391,11174,11716,12217,12382,13046,13741,14440,15075,15604,16560,16902,18082,18419,19383,20174,21108,21953,23257,23772,24885,24734,24938,25784,27532,29287
3,41061,"Union, OR",3116,3583,3846,4155,4763,5284,5410,6004,6829,7311,8309,8958,9475,9761,10797,11620,11779,12491,12906,13577,14325,14686,15094,15901,16674,17429,18293,18741,19996,21308,22130,23650,24369,25588,27170,28267,27071,28649,29557,30814
3,41063,"Wallowa, OR",3387,3760,3921,4944,5566,5879,6468,7105,6661,7471,8993,9318,9483,9279,10178,11288,11530,12778,12970,14348,15253,15393,16010,16557,17308,17794,18267,18722,20290,20378,21323,22621,23171,25475,26063,27960,28375,29931,30750,32344
3,41065,"Wasco, OR",3582,3941,4052,4556,4943,6113,6732,7158,7393,8712,9888,10510,11309,11375,11867,12149,11731,12857,13503,14634,15478,16444,16805,17453,17743,18088,19619,20692,21575,22873,23315,24307,24396,24951,25907,26957,27705,30387,31518,33302
3,41067,"Washington, OR",4322,4415,4664,4975,5646,6412,6871,7693,8616,9703,10911,11962,12756,13099,13810,14976,15573,16283,16942,18018,19669,20810,21169,21935,23086,24516,26528,27890,29605,30222,31535,33942,33198,32706,33301,34298,35991,37969,39660,40188
3,41069,"Wheeler, OR",3476,3612,4009,4710,5270,5267,5503,6115,6495,6332,7552,8886,9651,9599,9775,10432,10718,10803,11604,13406,13737,13023,13206,14022,14588,14398,15224,15455,16412,18269,18411,19587,21811,20678,24276,23281,26406,25582,25108,25431
3,41071,"Yamhill, OR",3427,3558,3680,4012,4721,5150,5545,6311,6970,7685,8710,9417,10043,10247,10822,11599,11968,12766,13294,14171,15157,15948,16867,17411,18150,19404,20409,21404,22622,23225,23522,24420,25425,26004,26883,28179,30259,31815,32440,32700
3,42001,"Adams, PA",3571,3777,3954,4302,4712,5182,5574,6337,6918,7625,8421,9297,10113,10787,11255,12451,13210,13961,14612,15678,16715,17296,17586,18356,18615,18902,19859,20778,21900,23237,24414,25900,26805,27285,28133,28411,29074,29933,31104,31750
3,42003,"Allegheny, PA",4087,4400,4640,5047,5547,6230,6875,7554,8353,9216,10217,11263,12547,13409,13839,14923,15860,16499,17326,18885,20354,21841,22733,23667,24309,25045,26157,27502,29177,31120,32797,34840,35654,36459,37301,38770,39809,43515,45188,46559
3,42005,"Armstrong, PA",3045,3237,3459,3897,4262,4814,5434,6097,6785,7299,8144,9008,9878,10530,10882,11364,11757,11993,12499,13196,14297,15204,15714,16573,16928,17783,18313,19390,20267,21585,22598,23243,25040,25676,26417,27588,28896,30293,31402,33207
3,42007,"Beaver, PA",3482,3586,3748,4105,4637,5484,6046,6651,7484,8395,9436,10286,11628,11513,11140,11750,12104,12583,13076,13709,14741,15676,16480,17255,17872,18629,19310,20350,21575,22642,23824,25114,25939,26328,26828,28178,29499,31723,33302,34617
3,42009,"Bedford, PA",2827,3025,3257,3489,3843,4157,4528,5073,5528,6153,6759,7419,8079,8540,8923,9421,9826,10257,10803,11335,12190,12595,13170,14227,14868,15646,16093,17341,18339,19811,20652,21443,22359,23018,23780,24400,24857,26385,28089,29071
3,42011,"Berks, PA",3936,4179,4410,4879,5377,5914,6338,7038,7892,8771,9736,10824,11940,12749,13685,14776,15485,16113,16892,17974,19438,19795,20306,21480,22168,23037,23820,24774,25633,27005,27657,29200,29530,30305,30777,31272,32017,34237,35545,36256
3,42013,"Blair, PA",3137,3414,3586,3829,4261,4672,5144,5790,6352,6971,7688,8311,9038,9408,9844,10574,11371,12058,12489,13114,14266,15033,15699,16706,17437,18196,18901,20051,21166,22720,23569,24495,24447,25185,26063,27025,28137,29138,30736,31709
3,42015,"Bradford, PA",3089,3302,3326,3750,4192,4576,4768,5270,5703,6515,7264,7801,8656,9189,9571,10554,11239,11794,12516,13288,14456,14833,15259,16142,16528,17193,17600,18486,19127,20523,21192,22168,23151,23728,24544,25281,25922,27275,28655,29536
3,42017,"Bucks, PA",4210,4323,4655,5172,5704,6371,6855,7652,8491,8944,10044,11211,12448,13375,14236,15611,16835,17902,19026,20473,22199,22867,23638,24975,26006,27132,28337,29928,31854,34338,36235,39041,39626,40338,41783,44105,45651,48959,50645,50983
3,42019,"Butler, PA",3522,3762,3963,4204,4694,5265,5727,6205,6860,7657,8624,9467,10466,10992,11265,12023,12649,13174,13927,15158,16422,17275,18246,19767,20387,20693,21343,22465,23838,25946,27441,29391,29830,30037,30875,32443,33751,36311,39378,40780
3,42021,"Cambria, PA",2942,3201,3409,3807,4250,4841,5525,6027,6617,7223,8144,8699,9419,9810,10084,10775,11161,11414,11877,13131,14152,14989,15959,16501,16931,17581,18315,18926,19691,21157,22035,22679,23545,24057,24929,25688,26667,27997,29710,31221
3,42023,"Cameron, PA",4018,4028,4018,4071,4567,5129,5184,5593,6255,6913,7696,8471,9222,8981,9482,10296,10875,11991,13120,14108,15088,15945,16199,17105,17676,18447,18671,19230,20359,21385,22116,23285,22990,23815,24329,26232,26295,27806,29371,29857
3,42025,"Carbon, PA",3069,3309,3546,3931,4382,4797,5236,5815,6457,7180,8035,8912,9578,10397,10875,11627,12229,12610,13166,13933,15061,15961,16372,16961,17307,18033,18846,19618,20488,21992,22733,24681,25523,26376,26937,27129,27608,29053,30216,31136
3,42027,"Centre, PA",2860,3009,3214,3490,3917,4247,4757,5230,5686,6384,7144,7897,8550,9208,9918,10998,11525,12096,12903,14319,15907,16442,17268,17929,18191,19098,19688,20423,21251,22945,23937,24682,25226,25749,26316,27952,28951,30588,32444,33336
3,42029,"Chester, PA",4623,4811,5060,5537,6165,6784,7276,8182,9012,10073,11259,12411,13893,14982,15836,17404,18771,19878,21274,23171,24991,26870,27894,29411,30660,32201,33464,35943,38411,41976,43239,46988,46246,47068,48584,49669,51281,55878,57800,58156
3,42031,"Clarion, PA",3171,3369,3525,3813,4309,4826,5508,6025,6637,7417,8098,8512,9235,9699,9777,10651,10872,11011,11232,12544,13724,14219,15347,15861,16339,17367,17610,18383,19108,20740,21259,22267,23380,23921,24248,26014,26912,27854,29191,30651
3,42033,"Clearfield, PA",2840,3104,3329,3625,4055,4585,5113,5638,6329,7007,7772,8380,9261,9995,10026,10875,11181,11470,11891,12775,13838,14697,15205,16053,16718,17439,18187,18631,19575,20685,21099,21877,22418,23737,24399,25202,25763,26565,27745,28888
3,42035,"Clinton, PA",3069,3111,3312,3660,4173,4588,4970,5517,6022,6887,7678,7831,8609,9075,9326,10291,10545,11150,11784,12569,13403,13931,14656,15586,16121,16892,17182,17851,18703,20034,20785,21332,21966,22692,23533,24943,25326,26271,27864,29216
3,42037,"Columbia, PA",3210,3451,3614,4036,4515,4970,5207,5659,6115,6826,7606,8132,8931,9484,10065,10921,11745,12254,12824,13723,14748,15109,15755,16640,17090,17631,18543,18974,19760,21386,21842,23007,24030,25311,25916,26633,26959,28044,29655,30432
3,42039,"Crawford, PA",3312,3481,3642,3920,4331,4719,5153,5623,6220,6838,7554,8158,8904,9103,9434,10402,11102,11423,12096,12921,13964,14817,15373,16168,16499,17560,17871,18621,19629,21039,21568,23135,22407,22732,23407,24193,25063,26411,27779,29222
3,42041,"Cumberland, PA",3944,4224,4522,4974,5437,5985,6414,7138,7728,8440,9187,9905,11000,12067,12858,14080,15276,16351,17334,18604,20234,21084,21980,23039,23588,24298,25204,26390,27982,29505,30266,31581,32344,33329,34354,35409,36224,37696,39622,40227
3,42043,"Dauphin, PA",3726,4145,4473,4895,5396,5980,6502,7077,7666,8363,9076,9939,10873,11968,12709,13911,14795,15743,16677,17976,19610,20929,21745,22321,22858,23616,24476,25467,26359,28240,29012,30058,31402,32500,33326,34519,35571,36956,38273,39308
3,42045,"Delaware, PA",4502,4627,4823,5207,5722,6331,6824,7533,8265,9167,10347,11729,13099,14125,14970,16006,17201,18083,19087,20363,21627,23150,23655,24891,25633,26654,28341,29650,31202,34018,35139,37112,37419,37715,38674,40841,43001,46382,47542,48514
3,42047,"Elk, PA",3372,3525,3673,3952,4468,4993,5206,6040,6832,7553,8479,9149,10181,11122,11635,12805,12964,13001,13897,14821,15966,16653,17391,18624,20038,21176,21699,22136,23363,24210,24846,25750,26085,26681,27135,28657,29100,30246,31995,33300
3,42049,"Erie, PA",3571,3868,4113,4430,4923,5513,5879,6262,6889,7694,8462,9207,10113,10638,10955,11804,12559,13005,13584,14538,15811,16672,17474,18431,19154,19986,20419,21460,22454,23469,24113,24973,24967,25517,25925,27084,27790,29255,31054,32294
3,42051,"Fayette, PA",2810,3102,3342,3613,4031,4483,4972,5462,6032,6630,7487,8328,8992,9509,9590,10213,10463,10820,11385,12216,13170,14027,14760,15452,15927,16509,17042,17867,18995,20557,21239,22370,23512,24597,25262,25490,26051,27268,28664,29824
3,42053,"Forest, PA",2741,2986,3169,3410,3879,4221,4720,5284,5665,6176,7219,8011,8921,9151,8807,9723,10168,10603,10969,11997,12272,12904,13495,14265,14886,15659,16640,17608,17988,19147,20340,21298,21782,22612,23515,20674,20339,19995,20676,23100
3,42055,"Franklin, PA",3599,3785,3897,4374,4876,5364,5803,6238,6823,7608,8313,9041,10039,10579,11011,11888,12773,13402,14179,14985,15977,16903,17485,18227,18812,19449,20019,21387,22165,23801,24352,25466,25978,26453,27465,28898,29903,31324,33073,33595
3,42057,"Fulton, PA",2651,2661,2809,3231,3657,4085,4457,4735,5239,5951,6853,7664,8242,8603,8877,9553,9968,10250,10908,11762,12828,13479,13496,14253,15047,15772,16659,18583,18700,20545,21748,23189,23942,24087,24512,26777,28483,30276,30126,30473
3,42059,"Greene, PA",2587,2888,3000,3287,3748,4061,4666,5122,5594,5935,6992,7814,8595,9312,9588,10105,10195,10492,10940,11755,12299,13215,14009,14781,15351,15868,16131,16714,17796,18783,19236,20238,20881,20921,21668,22834,23372,24931,26539,28422
3,42061,"Huntingdon, PA",2733,2866,3081,3283,3687,4116,4466,4904,5389,6043,6685,7118,7844,8170,8420,8980,9381,9799,10312,11109,12179,12666,13349,14180,14636,15282,15486,16291,17009,17869,18894,19671,20470,20702,21099,22462,23207,24359,25763,26596
3,42063,"Indiana, PA",2762,3067,3282,3600,3994,4434,5076,5572,6120,6844,7525,8073,8937,9469,9786,10664,11231,11722,12559,13684,14276,15290,16308,16754,16862,17429,17770,18710,19420,21369,21919,22182,23365,24119,24891,26198,27424,29138,30740,32021
3,42065,"Jefferson, PA",2967,3259,3527,3915,4376,4874,5446,5932,6615,7383,8092,8682,9514,10085,10593,11420,11890,11902,12421,13530,14709,15302,16146,16858,17407,17945,18516,19192,19963,21291,21680,22091,22832,23550,24195,24921,25867,27575,28995,30145
3,42067,"Juniata, PA",3090,3255,3430,3821,4449,4826,5078,5606,6036,6775,7453,7880,8603,9291,9793,10555,11267,12298,12958,13668,14797,15094,15561,16480,16305,16592,16873,17973,18749,20294,21579,22409,24000,24324,25671,27046,27609,28277,29189,30207
3,42069,"Lackawanna, PA",3309,3539,3852,4211,4681,5025,5433,6029,6564,7251,8069,8875,9708,10566,11291,12087,12906,13514,14192,15163,16450,17220,17977,18726,19278,20084,21004,22133,23175,24585,25688,27331,28210,28478,29215,30706,31732,33252,34967,36075
3,42071,"Lancaster, PA",3975,4286,4404,4826,5408,5789,6126,6739,7387,8395,9308,9998,10986,11696,12324,13613,14448,15428,16249,17132,18746,19258,19626,20698,21713,22019,22632,23857,25130,26618,27398,29448,29514,29530,30451,31937,33014,34249,35794,36330
3,42073,"Lawrence, PA",3415,3561,3758,4137,4598,5078,5488,6011,6578,7332,8120,8703,9713,9736,9876,10652,11243,11698,12242,13415,14415,15239,15865,16595,16959,17601,18393,19195,20024,21048,21825,22905,23046,24199,25408,26013,26748,28457,30470,31303
3,42075,"Lebanon, PA",3567,3780,3794,4190,4598,5125,4764,6013,6705,7339,8222,9114,10000,10505,11166,12105,12826,13565,14322,15425,16895,17506,18283,19078,19743,20656,21195,22190,23281,24976,25712,26799,27616,27801,28626,30622,31714,33271,34926,35885
3,42077,"Lehigh, PA",4004,4325,4629,5106,5701,6289,6842,7440,8223,9139,10042,11061,12192,13112,13651,14923,15843,16432,17219,18382,19771,20733,22036,22410,22972,23760,24534,25857,26887,28386,29427,31480,31895,33131,33935,34375,35256,37102,39012,39549
3,42079,"Luzerne, PA",3232,3536,3822,4189,4660,5026,5455,5971,6556,7252,8011,8676,9571,10430,11158,11803,12626,13252,13961,14953,16152,16961,17602,18312,18715,19537,20436,21362,22608,23819,24676,26466,27047,27887,28470,29832,30769,32305,34120,35316
3,42081,"Lycoming, PA",3371,3583,3736,4123,4582,5019,5412,5956,6564,7311,7914,8682,9579,10094,10448,11323,12009,12761,13555,14470,15467,15860,16429,17077,17534,17851,18614,19516,20418,21840,22195,23272,24598,25399,26116,27098,27393,28747,30208,31344
3,42083,"McKean, PA",3550,3650,3807,4073,4540,5001,5509,6074,6472,7212,8115,8775,9735,10262,10636,11202,11707,11858,12316,13107,14286,14882,15904,16780,17328,18263,19703,20561,21478,22602,22981,24596,24657,24450,25345,26644,27038,28473,29741,30865
3,42085,"Mercer, PA",3505,3670,3838,4220,4726,5249,5641,6177,6872,7721,8509,9414,10500,10516,10672,11458,11925,11933,12459,13719,14636,15461,16046,17104,17407,18748,19238,19762,20703,21724,22268,23737,24075,24605,25337,26450,27346,29019,30559,31321
3,42087,"Mifflin, PA",3231,3403,3645,3859,3985,4400,4771,5420,5785,6410,7122,7679,8343,8672,9065,9861,10324,10994,11669,12526,13548,13862,14379,14958,15520,16294,16958,17684,18367,19505,20408,20982,21892,22197,22743,23975,24920,25838,27029,27910
3,42089,"Monroe, PA",3864,4177,4503,4977,5470,5951,6386,6828,7309,7921,8630,9530,10547,11383,12159,13445,14524,15538,16484,17242,17762,17919,17842,18290,18792,19309,19766,20407,21257,22701,23458,25152,25604,25814,26100,27011,27839,28935,30183,31032
3,42091,"Montgomery, PA",5712,5905,6152,6664,7265,8011,8588,9440,10419,11503,12626,13933,15588,17048,18037,19658,21083,22318,23797,26144,28742,30444,30769,32038,32981,34056,35915,37671,39139,42647,43346,46558,46941,48677,49803,53009,54690,59678,62210,63002
3,42093,"Montour, PA",3195,3375,3553,3971,4544,4989,5613,6322,6935,7629,8405,9210,10395,11355,12101,13170,14259,15172,16410,17159,18643,19667,20873,21557,21939,22249,21102,22960,23271,24049,24625,26785,27954,30129,30853,33291,33795,36208,38458,39308
3,42095,"Northampton, PA",3811,4051,4172,4613,5210,5888,6406,6967,7650,8493,9490,10449,11552,12230,12563,13681,14551,15079,15933,16787,18139,18932,19628,20570,21236,21909,22766,23759,24974,26469,27745,29394,29797,30286,30926,31613,32401,34348,35917,36448
3,42097,"Northumberland, PA",3122,3428,3596,3872,4321,4668,5039,5504,6035,6561,7186,7926,8722,9427,9958,10703,11135,11774,12448,13481,14620,15357,16093,16924,17444,18244,18245,18944,19596,21134,21788,22741,24521,24717,25558,26916,26985,28132,29983,31268
3,42099,"Perry, PA",3117,3305,3391,3683,4115,4484,4896,5414,5861,6536,7338,8155,8905,9652,10330,11239,11885,12500,13010,13757,14739,15553,16110,17136,17731,18782,19370,20673,21106,22650,23772,24708,25404,25656,26592,28123,28971,29676,31088,32251
