Per capita personal income 2/,FIPS,AreaName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
3,42101,"Philadelphia, PA",3719,4086,4330,4715,5065,5490,5998,6474,7025,7778,8415,9123,10014,10914,11650,12573,13436,14092,14895,15733,16787,17996,18653,19220,19352,19368,19878,20791,21369,22832,23516,24960,25568,26941,27941,28684,29608,31278,32713,34115
3,42103,"Pike, PA",3787,4008,4345,4807,5277,5677,6108,6590,7186,7944,8702,9710,10973,12196,13197,14534,15505,16489,17083,18174,18524,17462,17393,17777,17659,18450,19184,20331,20951,22480,22887,24679,26229,25770,25738,26792,27826,29163,30759,31294
3,42105,"Potter, PA",2897,2974,3063,3255,3687,4138,4387,4869,5368,5954,6615,7225,7895,8473,8901,9548,10120,10791,11423,12213,13379,13884,14886,15805,16797,17506,17952,18815,19657,20787,22400,24493,24879,24995,25463,27040,28211,30171,29729,29990
3,42107,"Schuylkill, PA",3195,3471,3777,4051,4567,4961,5395,5980,6633,7119,7870,8549,9394,10166,10761,11470,11966,12448,13134,14325,15283,15928,16679,17316,17513,18193,18760,19567,20161,21414,21996,23087,23724,24458,25202,25723,26424,27470,29098,30278
3,42109,"Snyder, PA",3281,3546,3686,4025,4570,4986,5402,6203,6802,7592,8404,8960,9767,10222,10909,11884,12349,13205,13829,14993,16314,16568,17678,18624,19090,19847,20049,21199,21727,22443,23629,25083,25379,25066,26062,27946,28143,28846,29845,30523
3,42111,"Somerset, PA",2917,3118,3329,3641,4106,4677,5348,5950,6698,7353,8236,8664,9290,9735,9897,10687,10934,11284,12005,13341,14309,15222,16145,16887,17369,17740,18006,18491,18724,19863,20543,21076,21842,21860,22526,24168,24692,25912,27598,28928
3,42113,"Sullivan, PA",2717,2876,2934,3256,3787,4122,4466,4823,5130,5844,6336,7122,7909,8217,8732,10045,10665,11266,12114,12919,13854,14730,15359,16183,17019,17731,18157,19137,19904,21031,21534,22574,23170,23861,24062,25200,25015,25889,27759,28658
3,42115,"Susquehanna, PA",3164,3277,3406,3689,4196,4426,4771,5115,5689,6484,7126,7657,8539,9403,9976,10870,11604,12031,12418,13749,14472,15299,15799,16969,17419,17991,18589,19693,20343,21696,22702,23701,23609,24017,24140,25964,26618,28305,30041,30876
3,42117,"Tioga, PA",2861,3037,3140,3474,3830,4318,4605,5025,5656,6342,7018,7473,8054,8417,8884,9601,10056,10325,11259,11867,12834,13459,14158,14902,15481,16296,16574,17347,17914,18864,19563,20829,20956,21046,21831,23037,23377,24340,25415,26002
3,42119,"Union, PA",3142,3387,3446,3832,4239,4500,4766,5392,5821,6551,7220,7836,8645,9503,10134,10852,11479,12140,13130,14336,15629,16285,17333,18172,18084,18064,18306,18889,19562,21386,21506,22409,23111,23249,24049,25848,25972,26971,28463,29321
3,42121,"Venango, PA",3388,3835,3992,4305,4839,5413,6043,6796,7448,8155,8983,9852,11162,11644,11457,12349,12880,13198,13743,14542,15534,16429,17421,18039,18729,19114,19245,19909,20949,21890,22389,23386,23875,24243,25221,26512,27031,28307,29464,31214
3,42123,"Warren, PA",3701,3895,4008,4353,4919,5415,5766,6516,7118,7781,8605,9302,10415,10792,10955,11899,12703,12985,13150,14652,16316,16932,17789,18579,19022,19725,20083,20553,21118,22197,22424,23479,24029,24043,24955,26207,27087,28611,30620,31325
3,42125,"Washington, PA",3350,3617,3786,4152,4590,5187,5767,6372,7046,7761,8777,9641,10578,11086,11349,12090,12701,13253,13879,15321,16326,17449,18544,19335,20046,21095,21898,23127,24347,25735,26860,28314,29151,29634,30305,32606,33858,36970,38715,40790
3,42127,"Wayne, PA",3132,3356,3546,4036,4568,5004,5286,5576,6203,6866,7457,8243,9384,10179,10862,11667,12544,13234,13851,14716,15863,16243,16375,17116,17582,17971,18766,19253,20168,21524,22226,23514,24057,24968,25495,26623,26692,27921,29466,30657
3,42129,"Westmoreland, PA",3525,3704,3869,4214,4658,5197,5678,6296,6986,7793,8762,9826,10830,11381,11702,12414,12942,13454,14104,15233,16223,17136,18671,18916,19637,20544,21297,22333,23543,24727,25594,27218,28135,28661,29436,31289,32638,35096,37045,38650
3,42131,"Wyoming, PA",3263,3469,3650,3980,4346,4642,5130,5455,5899,6638,7411,8113,8751,9490,10234,10931,11851,12685,13076,14008,15313,15933,16483,17282,17695,17648,18438,19253,20356,21004,21262,22654,22988,23616,23974,25709,26633,28549,30221,31254
3,42133,"York, PA",4005,4331,4495,4952,5471,5959,6383,7054,7801,8740,9745,10810,11806,12453,13013,14126,15046,15811,16668,17804,18960,19625,20244,21095,21977,22196,23118,24137,25208,26648,27312,28918,28757,28797,29798,31256,32474,33398,34868,35651
3,44001,"Bristol, RI",4349,4465,4709,4989,5392,5784,6213,6852,7470,8154,9323,10486,11981,12961,13743,15352,16323,17223,18351,20431,22811,22830,22860,24184,24920,25875,28087,29281,30212,31987,34467,36544,38663,40703,42818,45526,46550,50441,53580,54418
3,44003,"Kent, RI",3913,4085,4283,4648,5061,5477,6010,6564,7097,7813,8848,10176,11322,12083,12948,14150,14905,15915,16956,18580,20094,20503,20778,21611,22446,23072,24352,25553,26972,28239,29446,31153,32682,34026,35810,37298,38396,40656,42514,43530
3,44005,"Newport, RI",3987,4311,4493,4842,4759,5429,5741,6182,6852,7619,8658,10113,11773,12887,13747,15271,16541,17652,18590,20061,21552,21456,21523,22839,24061,25114,27149,28179,29596,31854,33506,35590,37110,38458,40227,43030,44588,47462,50093,51224
3,44007,"Providence, RI",3813,4100,4284,4612,5032,5407,5841,6378,6915,7556,8303,9325,10277,11018,11809,13026,13856,14702,15641,17065,18494,19002,19109,19793,20446,20833,21746,22475,23788,24914,25229,26872,28630,29372,30397,31602,32649,34619,36023,37274
3,44009,"Washington, RI",3544,3678,3841,4121,4288,4826,5540,6244,7004,7588,8568,9892,11036,11942,13135,14117,15366,16256,16978,18644,20011,20625,21026,22119,23189,24381,25619,27048,28362,29938,31310,33248,34727,35846,37346,40004,41458,43018,45763,46455
3,45001,"Abbeville, SC",2617,2689,2887,3205,3684,3925,4024,4562,4883,5367,5932,6583,7335,7615,8328,9049,9656,10180,10820,11371,12074,12585,13247,14364,14903,15920,17045,17995,19503,20432,21932,23407,23795,22220,21142,22274,23396,24588,25025,26135
3,45003,"Aiken, SC",3342,3488,3741,4078,4428,4875,5128,5777,6323,6896,7645,8481,9400,9985,10858,12276,13280,13834,14306,15341,17596,18101,18427,19274,19613,19886,20300,20922,21955,23388,24085,25584,27426,27984,28349,29136,30341,31407,32315,32855
3,45005,"Allendale, SC",2021,2247,2400,2574,2851,3341,3428,3679,3980,4610,5242,5556,6694,6660,6875,7622,7984,7935,8208,8697,9462,9850,10428,11158,11506,12820,13298,13205,14394,14982,15527,16102,16996,16809,17231,18154,19320,22748,22215,22636
3,45007,"Anderson, SC",3008,3129,3350,3749,4165,4550,4758,5379,5831,6429,7134,7721,8430,8884,9701,10676,11262,11855,12658,13703,14649,15422,15975,16672,17322,18269,19141,20119,21269,22439,23492,24870,25342,25331,25791,26422,27401,28718,29496,30252
3,45009,"Bamberg, SC",2043,2334,2610,2745,3116,3390,3443,3657,3927,4344,4890,5120,5792,6144,6623,7461,7828,8229,8860,9707,10417,11004,11489,12331,12635,13510,13992,14595,15409,16408,17190,17657,18351,18803,19820,21277,21896,22999,23913,25698
3,45011,"Barnwell, SC",2451,2726,2937,3193,3617,5023,4312,4388,4851,5395,5982,6538,7337,7761,8519,9625,10220,10546,10588,12050,13396,13894,14374,16290,16997,17985,18350,18318,19640,22255,22800,21976,18950,19313,19579,20243,21160,22054,22493,23713
3,45013,"Beaufort, SC",3201,3625,3619,4106,4748,5473,5254,5983,6807,7386,8282,9530,11277,11657,12087,14136,15288,16241,16869,17691,19153,20618,20993,22370,22759,24270,24900,26526,28484,30527,32165,33471,34554,34744,35523,38482,40392,43856,45031,44191
3,45015,"Berkeley, SC",2457,2731,2983,3283,3693,4255,4519,4917,5427,5835,6515,7150,7832,8311,8996,9860,10277,10814,11372,12180,13232,14179,14414,14684,14878,14928,15201,15555,16615,17661,18778,20705,21982,23481,24577,25700,27499,28902,30009,30449
3,45017,"Calhoun, SC",2470,2611,2913,3338,3945,5067,5185,5733,5357,5824,6784,6759,8170,8643,8887,10271,10694,11072,12216,12913,13679,13958,14508,14978,15178,16392,17172,18050,19118,20087,20956,22600,24185,24467,26942,28447,30747,32310,33076,34205
3,45019,"Charleston, SC",3124,3468,3633,3863,4186,4679,5262,5692,6076,6738,7465,8447,9446,10131,10726,12071,13019,13501,14262,15369,16286,17664,17938,18716,19536,20388,21118,22669,23615,25957,27542,29841,29844,30426,30935,32720,35295,37651,39234,39581
3,45021,"Cherokee, SC",2617,2825,3096,3485,4029,4248,4491,5141,5592,6311,7053,7697,8281,8452,9182,10244,10691,11203,11878,12638,13215,13481,13647,14313,15001,15895,16472,16840,17658,18897,19526,20802,21374,21362,22109,22897,23761,24532,25495,26002
3,45023,"Chester, SC",2454,2621,2790,3085,3456,3701,3960,4584,4963,5463,6168,6787,7499,7862,8715,9237,9518,9850,10270,10909,11901,12396,12739,13774,14186,14990,15817,16712,17520,18428,19225,20256,21300,22226,22745,24070,25420,26815,27106,27856
3,45025,"Chesterfield, SC",2319,2683,2862,3134,3591,3786,4004,4229,4613,5299,5983,6454,7066,7461,7985,9079,9622,10389,10661,11506,12162,13002,13257,14383,14988,15784,16369,17026,17747,18411,19179,19993,20709,20695,21309,22170,22512,23687,24673,25639
3,45027,"Clarendon, SC",1726,1975,2066,2271,2660,3342,3469,3622,3883,4444,4987,5248,6000,6436,6853,7866,8192,8273,8903,9389,10288,11039,11561,12356,12609,13831,14484,15197,16084,16550,17258,18475,19388,19390,20472,21741,22068,23077,24034,25134
3,45029,"Colleton, SC",2199,2411,2585,2915,3274,3638,3846,4183,4590,5142,5768,6216,6866,7196,7771,8583,9063,9503,10121,11050,11788,12595,12951,13641,13870,14479,15220,15892,16928,17587,18621,19622,20659,20901,21466,22752,23654,25495,26484,27291
3,45031,"Darlington, SC",2462,2736,3006,3311,3682,3980,4124,4580,4977,5544,6054,6686,7547,7797,8336,9374,9748,10173,11082,12170,13224,13922,14695,15410,15740,16735,17367,18597,19379,20365,21275,22623,23671,23802,24615,25918,26803,28551,29236,30172
3,45033,"Dillon, SC",1885,2106,2328,2582,2990,3309,3511,3791,4090,4701,5072,5360,6218,6464,6864,7666,8060,8423,9103,9713,10430,11123,11804,12621,13144,14138,14484,15708,16432,16856,17301,18380,19312,19253,20629,21301,21905,22638,22812,23957
3,45035,"Dorchester, SC",2861,3023,3208,3478,3801,4439,4700,5380,5865,6583,7470,8221,9096,9492,10188,11529,12187,12751,13349,14125,14987,15834,16143,16647,17035,17536,17977,18751,19367,19825,20863,22301,23233,24065,24723,25916,27082,28117,29678,30765
3,45037,"Edgefield, SC",2593,2648,2890,3278,3845,3833,4015,4944,4977,5506,6011,6400,7642,7835,7097,9103,10099,10440,10920,11728,12963,13350,14080,14785,15144,15970,16204,15352,16693,17187,18243,19373,20822,21278,22272,23509,24934,27109,28132,29638
3,45039,"Fairfield, SC",2090,2162,2253,2537,2845,3251,4033,5263,5474,5920,6472,6990,7638,7999,8176,9062,9505,9584,10468,11788,12337,12920,13032,13703,14239,15274,15818,16415,17497,18464,19620,20387,21190,21539,21789,23203,24536,25392,26404,27263
3,45041,"Florence, SC",2633,2837,3018,3393,3794,4398,4509,4965,5286,5997,6535,7201,8237,8627,9212,10176,10785,11345,12086,13092,14365,15322,16025,16840,17689,18473,19048,20153,20810,22050,22810,24610,25420,26120,26793,28202,29335,31558,32882,33822
3,45043,"Georgetown, SC",2287,2527,2845,3081,3350,3882,4195,4562,4821,5385,6012,6902,7581,8032,9766,10407,10370,10932,11635,12219,13812,14770,15349,16405,17108,18085,18833,20042,20650,22003,23066,25108,26524,27315,28014,29904,31777,34831,35876,36707
3,45045,"Greenville, SC",3264,3479,3703,4050,4579,5077,5274,5946,6389,7149,7937,8859,9780,10291,11041,12187,13093,13981,14970,16287,17285,18547,18815,19750,20703,21930,23474,24547,25458,27603,28335,30291,30222,30216,30665,31781,33038,35121,36464,36905
3,45047,"Greenwood, SC",3079,3374,3551,3851,4255,4689,4937,5563,5952,6524,7231,8408,9158,9421,10290,11249,11473,12187,12965,13823,14505,15469,15851,16708,17295,18221,19336,19808,21416,21812,22325,23563,24149,23985,24272,25249,26031,26853,27895,29036
3,45049,"Hampton, SC",2404,2661,2856,3200,3790,4024,3898,4407,4649,5527,6103,6268,7013,7219,7923,8976,9219,9591,10138,10938,11698,12222,12372,12789,13390,14721,14924,15773,16708,17304,18051,18901,19798,20088,20409,21218,22182,23400,24379,25198
3,45051,"Horry, SC",2621,2815,3149,3497,3897,4318,4703,4968,5455,6209,6719,7433,8411,9069,9930,10980,11625,12027,12910,13842,14945,15513,15838,16425,17244,18514,19648,20798,21927,22802,23877,24916,25180,25323,26234,27018,28130,29484,29711,29383
3,45053,"Jasper, SC",2142,2340,2710,3150,3473,3712,4090,4502,4615,5105,5852,6499,7515,7883,8321,9102,9786,10176,10477,10925,11404,12332,12592,13468,14315,14770,15073,16263,15655,16477,17069,18428,19048,19862,21999,23781,25444,26559,26846,26965
3,45055,"Kershaw, SC",2888,3175,3277,3577,3929,4489,4694,5214,5733,6732,7614,8120,8908,9368,10276,11257,11690,12350,12690,13749,14850,15882,16127,16667,16760,17653,18538,19910,20529,21624,22687,24160,25175,26209,26823,28584,29607,31738,32259,33264
3,45057,"Lancaster, SC",2929,3026,3175,3600,3954,4174,4373,4946,5596,6128,6759,7548,8445,8660,9251,10088,10515,11003,11691,12524,13614,14284,14507,15302,15801,16561,17032,17822,18220,19096,20026,21202,21406,20968,21013,21526,22030,22824,23300,23102
3,45059,"Laurens, SC",2805,2943,3190,3566,3980,4277,4475,5165,5582,6249,7009,7670,8325,8684,9384,10189,10706,11381,11967,12599,13644,14351,14934,15623,16252,17151,17846,18123,18985,19653,19871,20571,21501,21293,21783,23481,24559,25565,26735,27157
3,45061,"Lee, SC",1655,1940,2158,2496,2929,3417,3158,3555,3818,4224,4672,4881,5857,6213,6045,7347,7766,7567,8172,9353,9921,10556,11359,11824,12453,13279,13007,14267,14759,15592,16287,17804,18798,18196,19581,20361,21503,21953,22618,24180
3,45063,"Lexington, SC",3368,3628,3931,4267,4680,5128,5284,5766,6285,6952,7782,8604,9547,10273,11217,12697,13773,14654,15541,16655,17725,18428,18797,19485,20244,21105,21926,22825,23996,25506,27953,29981,29474,29974,30755,31754,32863,34719,35669,35960
3,45065,"McCormick, SC",1933,2191,2313,2660,2961,3185,3783,4138,4486,4923,5443,6247,6972,7160,7681,8096,8391,8973,9016,8955,9289,10236,10689,11548,11815,12837,13371,14017,15016,15743,16528,17396,18073,18068,18073,19783,20759,22523,23985,24908
3,45067,"Marion, SC",2235,2345,2539,2885,3232,3639,3975,4288,4441,5097,5367,5903,6643,7079,7644,8325,8813,8938,9629,10346,11123,11761,12424,13102,13429,14189,14392,15030,15813,16397,17181,18312,19351,19800,20879,21285,21665,22583,23355,24396
3,45069,"Marlboro, SC",2135,2397,2594,2750,3223,3527,3368,3903,4133,4662,5164,5657,6309,6474,6635,7516,7838,8033,8846,9324,10157,10683,11726,12061,12502,13424,13555,14595,15498,15816,16298,17320,18447,18139,19398,20262,21641,21586,21692,23284
3,45071,"Newberry, SC",2736,2972,3128,3429,3975,4291,4597,5489,5851,6480,7359,7976,8728,9009,9602,10703,11167,11676,11753,12537,13189,13598,14174,14775,15291,16176,16824,17567,18515,19010,19753,20841,21724,21363,22213,23794,24500,25740,26887,28121
3,45073,"Oconee, SC",2799,3113,3289,3577,3897,4111,4247,4917,5404,6000,6787,7559,8285,8657,9649,10844,11788,12672,13373,14386,15383,16393,16760,17288,17998,18885,19774,20485,21404,22471,22950,24521,25268,25752,26254,27521,28172,30042,31386,32456
3,45075,"Orangeburg, SC",2299,2496,2736,3079,3404,3739,4014,4367,4630,5167,5900,6421,7119,7473,8016,8996,9575,10018,10787,11592,12473,13168,13478,14268,14730,15528,16102,16813,17695,18435,19122,20072,21346,22128,22774,23898,24781,26231,27209,28452
3,45077,"Pickens, SC",2804,3080,3286,3609,4052,4358,4571,5195,5698,6176,6840,7704,8445,8707,9436,10408,11008,11510,12229,13152,13983,14641,14867,15455,16408,17388,18060,18772,19248,19544,20257,21436,22453,22835,23261,23594,24645,25888,26856,27367
3,45079,"Richland, SC",3210,3448,3657,4097,4570,5002,5582,6078,6462,7059,7756,8632,9538,10200,11047,12187,13188,13942,14879,15813,16994,17916,18514,19174,19711,20854,21842,23290,23996,25999,26160,27830,28342,28813,29134,30559,32186,34413,35204,36006
3,45081,"Saluda, SC",2440,2631,2835,3111,3674,3863,4068,4458,5044,5630,6274,6690,7434,7625,7993,9277,9766,10510,11026,12292,13138,13659,14661,15246,15609,16634,17507,18289,20016,21013,20602,21357,22412,22393,23907,26133,27238,28389,29571,31220
3,45083,"Spartanburg, SC",2977,3212,3454,3737,4208,4621,4929,5579,5911,6646,7391,8190,9021,9393,10140,11207,11750,12415,13271,14316,15180,16088,16533,17197,18186,19013,19916,20694,21463,22311,23495,24909,25239,25822,26076,26894,27855,29127,30012,30506
3,45085,"Sumter, SC",2381,2629,2800,3066,3400,3791,4051,4508,4823,5396,5906,6433,7055,7510,8049,9019,9507,9816,10394,11114,11862,13390,13681,14492,14730,15671,16219,17048,17986,18760,19833,20912,21376,22354,23137,24507,25540,27091,28271,29302
3,45087,"Union, SC",2554,2705,2874,3108,3545,3777,4175,4914,5121,5638,6072,6739,7419,7505,8022,8744,9566,9960,10511,11236,11902,12483,13016,14070,14763,15703,16015,16830,17887,18641,19653,20516,21708,22345,22915,23828,24838,25728,26725,27874
3,45089,"Williamsburg, SC",1822,2000,2135,2403,2722,3279,3499,3654,3897,4416,4739,5066,5923,6268,6893,7391,7823,8332,8895,9518,10295,10825,11336,12103,12430,13145,13316,13552,14075,14406,14938,16216,17733,17631,19050,19563,20955,21655,22493,24246
3,45091,"York, SC",2844,3031,3234,3559,4069,4488,4853,5462,6116,6866,7582,8322,9212,9893,10824,12076,12673,13403,14232,15371,16394,17303,17558,18288,19017,20301,21406,22329,22998,23961,24998,26715,26925,27830,28315,29430,30951,32579,33249,33203
3,46003,"Aurora, SD",2672,2821,2693,3711,5323,5132,4605,4453,5470,5689,6082,5456,6971,8505,6634,9379,9829,10420,11506,9926,11550,14506,14733,17263,15503,17386,13872,20688,19333,21432,22477,25187,27381,25428,33183,33629,30412,27738,34699,40484
3,46005,"Beadle, SD",3335,3608,3918,4397,5266,5340,5849,6027,6865,7860,8846,9177,10493,11015,10868,12481,12937,13421,14212,14778,15774,16573,17097,18119,19327,20460,19717,22543,22810,24368,26461,28186,29297,28352,30865,34637,35522,36002,40692,44679
3,46007,"Bennett, SD",2397,2958,2731,3651,5445,4052,4509,3949,4546,5149,5499,6092,6860,6620,7792,9165,7998,9711,8992,9202,10562,12637,12753,12800,15595,13008,14869,15179,15089,16089,18477,19812,21381,19087,23941,23239,27741,25255,26409,33728
3,46009,"Bon Homme, SD",2777,2882,3008,3753,5088,4972,5381,4872,5899,6659,7278,6811,8892,8998,8631,10911,11457,11730,12723,12854,12411,13510,13998,16401,15899,18587,16455,21261,18594,21173,21176,22592,24602,23176,28204,30459,28253,27921,30077,32391
3,46011,"Brookings, SD",2497,2649,2930,3232,4079,4450,5048,4992,5696,6541,7246,7289,8379,8988,9207,9997,10692,10754,11945,12243,13085,14026,15501,15703,16075,17493,17393,19021,19873,21460,22364,24043,24717,24642,26202,28094,29783,30937,34138,35672
3,46013,"Brown, SD",3191,3430,3758,4226,5099,5149,5922,6000,6567,7493,8658,9007,10160,10627,11392,12622,13024,13428,14227,14626,15842,17290,18234,19292,20380,21351,22138,23849,24349,25913,26691,28644,31431,32564,34337,37441,38722,40881,43687,47631
3,46015,"Brule, SD",3022,3346,3494,4269,5698,5514,5085,5384,6448,6996,8186,7747,8896,9665,9207,10687,10558,11050,11772,11503,11942,14848,14270,15290,16297,17211,17162,20375,20396,22529,23384,24586,26789,25020,29347,29148,30113,27856,33902,39991
3,46017,"Buffalo, SD",2266,2859,2669,3630,4595,3717,3481,3797,4399,5015,5125,3898,4976,6113,5902,7717,7985,8656,8747,8645,8355,9052,9438,9105,11458,10600,10229,11762,11497,10968,12844,12247,14197,12430,16580,16685,16100,12723,16375,12558
3,46019,"Butte, SD",3167,3372,3698,4124,4724,4606,4957,5396,5937,7032,7676,8007,9128,9501,9638,10499,10537,11584,11221,11154,11942,12424,12729,13147,13787,14502,15791,16458,17240,18274,19375,20949,23281,23926,25945,27142,28807,30086,30425,30334
3,46021,"Campbell, SD",2683,3188,3715,4528,6042,4122,5335,3933,4567,6301,6909,6550,8948,9551,10577,13326,10456,13337,13173,13124,13377,13108,14468,17542,17684,16337,16697,20381,19588,22886,25061,26925,28067,22210,28112,29960,33417,23643,40728,46912
